Name,URL,MRP,Brand,In_The_Box,Type,Model_Name,Capacity_in_Tons,Star_Rating,BEE_Rating_Year,Color,Cooling_and_Heating,Cooling_Capacity,Compressor,Dehumidification,Remote_Control,Refrigerant,Condenser_Coil,Indoor_W_x_H_x_D,Indoor_Unit_Weight,Outdoor_W_x_H_x_D,Outdoor_Unit_Weight,Indoor_Noise_Level,Indoor_Temperature_Indicator,Turbo_Mode,ISEER,Other_Performance_Features,Evaporator_in_Type,Condenser_Fin_Type,Stepped_Louvers,Auto_Air_Swing,Anti_bacteria_Filter,Dust_Filter,Active_Carbon_Filter,Deodorizing_Filter,Other_Filter_Features,Auto_Restart,Timer,Child_Lock,Quiet_Mode,Sleep_Mode,Memory_Feature,Self_Diagnosis,Emergency_Operational_Button,Power_Requirement,Power_Consumption,Night_Glow_Buttons_on_Remote,Battery_Type,Air_Circulation,Other_Remote_Control_Features,Operating_Modes,Technology_Used,Panel_Display,Cooling_Coverage_Area,Additional_Features,Operating_Current,Other_Body_and_Design_Features,Other_Convenience_Features,Other_Power_Features,LED_Backlit_Buttons,Other_Air_Flow_Features,Other_Dimensions
"Whirlpool 1.5 Ton 3 Star Split Inverter AC  - White  (1.5T 3DCool Swing Pro 3S COPR INV, Copper Condenser)",https://www.flipkart.com/whirlpool-1-5-ton-3-star-split-inverter-ac-white/p/itmfe6k2xghysmyr?pid=ACNFE6K2UXJG5Y6H&lid=LSTACNFE6K2UXJG5Y6HKK8SWW&marketplace=FLIPKART&srno=b_7_159&otracker=browse&fm=organic&iid=86f8245f-2834-45d3-aa6e-0d1ae150b0eb.ACNFE6K2UXJG5Y6H.SEARCH&ssid=pbcsmu8ekg0000001585503570744,45000,Whirlpool,"1 Indoor Unit, 1 Outdoor Unit, User Manual, Remote, Installation Pipe and Wire",Split,1.5T 3DCool Swing Pro 3S COPR INV,1.5 Ton,3 Star BEE Rating,2019,White,Info Not Available,5275 W,Rotary,Yes,Yes,R32,Copper,105 cm x 32 cm x 23.5 cm,8 kg,78 cm x 54 cm x 26 cm,24 kg,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,No,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Yes,Info Not Available,"AC 230 V, 50 Hz",1890 W,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Hidden,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Whirlpool 1 Ton 3 Star Split Inverter AC  - White  (1.0T 3DCool Swing Pro 3S COPR INV, Copper Condenser)",https://www.flipkart.com/whirlpool-1-ton-3-star-split-inverter-ac-white/p/itmfe6k2tgb29kgr?pid=ACNFE6K2NP54PK37&lid=LSTACNFE6K2NP54PK37X7NANR&marketplace=FLIPKART&srno=b_7_160&otracker=browse&fm=organic&iid=86f8245f-2834-45d3-aa6e-0d1ae150b0eb.ACNFE6K2NP54PK37.SEARCH&ssid=pbcsmu8ekg0000001585503570744,45000,Whirlpool,"1 Indoor Unit, 1 Outdoor Unit, User Manual, Remote, Installation Pipe and Wire",Split,1.0T 3DCool Swing Pro 3S COPR INV,1 Ton,3 Star BEE Rating,2019,White,Info Not Available,3450 W,Rotary,Yes,Yes,R32,Copper,88 cm x 27.5 cm x 20.7 cm,12 kg,71.5 cm x 48.2 cm x 24 $cm,29 kg,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,No,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Yes,Info Not Available,"AC 230 V, 50 Hz",1140 W,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Hidden,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Panasonic 1 Ton 3 Star Split AC  - White  (CS/CU-YN12WKYM, Alloy Condenser)",https://www.flipkart.com/panasonic-1-ton-3-star-split-ac-white/p/itm49339b2e7ce1c?pid=ACNFZYTHBZ64FRRW&lid=LSTACNFZYTHBZ64FRRWREO9GU&marketplace=FLIPKART&srno=b_7_161&otracker=browse&fm=organic&iid=86f8245f-2834-45d3-aa6e-0d1ae150b0eb.ACNFZYTHBZ64FRRW.SEARCH&ssid=pbcsmu8ekg0000001585503570744,35500,Panasonic,1 Indoor Unit1 Outdoor UnitRemote ControllerPiping KitUser ManualWarranty Card,Split,CS/CU-YN12WKYM,1 Ton,3 Star BEE Rating,2020,White,No,3480 W,Rotary,Yes,Yes,R-32,Alloy,87 cm x 29 cm x 21.1 cm,9.3 kg,78 cm x 55.7 cm x 24.1 cm,28.5 kg,Info Not Available,Info Not Available,Info Not Available,3.55 W/W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,AC 100 - 240 V,758.62 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"Humidity Free Cooling, Dry Mode Dehumidifier, Faster, Quicker Cooling, Anti Corrosion Blue Fin Technology, Shield-Blu 2x Increased Heat Exchanger Life Span",Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Carrier Hybridjet 1 Ton 3 Star Split Inverter AC  - White  (12K ESTER INVERTER (3i)/CAI12ES3C8F0, Copper Condenser)",https://www.flipkart.com/carrier-hybridjet-1-ton-3-star-split-inverter-ac-white/p/itmf3xesq2rd6asz?pid=ACNFFFGFZHBHJ3K3&lid=LSTACNFFFGFZHBHJ3K3OXTGD9&marketplace=FLIPKART&srno=b_7_162&otracker=browse&fm=organic&iid=86f8245f-2834-45d3-aa6e-0d1ae150b0eb.ACNFFFGFZHBHJ3K3.SEARCH&ssid=pbcsmu8ekg0000001585503570744,49990,Carrier,1 Outdoor Unit 1 Indoor Unit,Split,12K ESTER INVERTER (3i)/CAI12ES3C8F0,1 Ton,3 Star BEE Rating,2018,White,Info Not Available,3518 W,Rotary,Yes,Yes,R-410A,Copper,770 mm x 255 mm x 188 mm,8 kg,780 mm x 540 mm x 250 mm,28.5 kg,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"Fan Motor (Number of Speed): Indoor - 4, Outdoor - 1",Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Yes,Info Not Available,Info Not Available,Additional Filter,Yes,Yes,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,"AC 230 V, 50 Hz",1100 W,Info Not Available,Info Not Available,Info Not Available,Remote Control Type: LCD,Info Not Available,Hybridjet,Info Not Available,Info Not Available,"ISEER: 3.92 With Connecting Kit Pipe, Cools at 52 DegreeC, Stabilizer Free Operation, PM2.5 Filter, Follow Me",Info Not Available,ODU Unit: Hybridjet,Refrigerant Leakage Detector,"Cooling capacity - 1759W(50%), Electricity Consumption units per Annum -693.86units per annum, Power_Input -1100W(100%) & 428W(50%)",Info Not Available,Air Flow Rate: 350 CFM,Info Not Available
"Onida 1.5 Ton 5 Star Split Inverter AC  - White  (IR185ONX-T, Copper Condenser)",https://www.flipkart.com/onida-1-5-ton-5-star-split-inverter-ac-white/p/itmf3kbb4vq9nxjg?pid=ACNF2XYDZKUYGJYQ&lid=LSTACNF2XYDZKUYGJYQZTIXGE&marketplace=FLIPKART&srno=b_7_163&otracker=browse&fm=organic&iid=86f8245f-2834-45d3-aa6e-0d1ae150b0eb.ACNF2XYDZKUYGJYQ.SEARCH&ssid=pbcsmu8ekg0000001585503570744,61290,Onida,1 AC Unit Remote Control,Split,IR185ONX-T,1.5 Ton,5 Star BEE Rating,2018,White,Info Not Available,5297 W,Info Not Available,Info Not Available,Yes,R32,Copper,Info Not Available,12 kg,Info Not Available,32.5 kg,Low - 38 dB,Info Not Available,Info Not Available,4.58 W/W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,577 CFM,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Power Consumption: 1525 W,Info Not Available,Info Not Available,Info Not Available
"LG 1.5 Ton 3 Star Split Inverter AC  - White, Brown  (KS-Q18PWXD, Copper Condenser)",https://www.flipkart.com/lg-1-5-ton-3-star-split-inverter-ac-white-brown/p/itmfdcjfrzwmgdfv?pid=ACNFDCJFRH3VDTGM&lid=LSTACNFDCJFRH3VDTGMNDBF0K&marketplace=FLIPKART&srno=b_7_164&otracker=browse&fm=organic&iid=86f8245f-2834-45d3-aa6e-0d1ae150b0eb.ACNFDCJFRH3VDTGM.SEARCH&ssid=pbcsmu8ekg0000001585503570744,56990,LG,1 Indoor UnitUser ManualsInstallation TapeWarranty CardInstallation PlateInter Connecting Wire1 Outdoor Unit2 BatteriesRemote,Split,KS-Q18PWXD,1.5 Ton,3 Star BEE Rating,2019,"White, Brown",No,5000 W,Smart Inverter Compressor,Yes,Yes,Info Not Available,Copper,837 mm x 302 mm x 189 mm,9 kg,770 mm x 545 mm x 288 mm,32.5 kg,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,AC 230 V,1740 W,Info Not Available,2,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Samsung 1 Ton 3 Star Split Inverter AC  - White  (AR12NV3XEWK/NA, Alloy Condenser)",https://www.flipkart.com/samsung-1-ton-3-star-split-inverter-ac-white/p/itmfyxttyvzmqw9h?pid=ACNFYXTT7GF4YFZJ&lid=LSTACNFYXTT7GF4YFZJJHSBGR&marketplace=FLIPKART&srno=b_7_165&otracker=browse&fm=organic&iid=86f8245f-2834-45d3-aa6e-0d1ae150b0eb.ACNFYXTT7GF4YFZJ.SEARCH&ssid=pbcsmu8ekg0000001585503570744,48200,Samsung,3 Manuals Warranty Card1 Indoor Unit 1 Outdoor UnitInter Connecting Pipe Remote,Split,AR12NV3XEWK/NA,1 Ton,3 Star BEE Rating,2018,White,Info Not Available,3500 W,BLDC,Yes,Yes,Info Not Available,Alloy,828 mm x 267 mm x 265 mm,9.3 kg,720 mm x 548 mm x 265 mm,24.5 kg,"High - 37 dB, Low - 21 dB",Info Not Available,Info Not Available,2.97 W/W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"AC 220 - 240 V, 50 Hz",1180 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Wind Free,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Type: Wind-Free,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Voltas 1.5 Ton 3 Star Split Inverter AC  - White  (183V JZJ4, Copper Condenser)",https://www.flipkart.com/voltas-1-5-ton-3-star-split-inverter-ac-white/p/itmfgy7qfgfyhgdp?pid=ACNFGY7QFQC2UMPM&lid=LSTACNFGY7QFQC2UMPMUFLQPN&marketplace=FLIPKART&srno=b_7_166&otracker=browse&fm=organic&iid=86f8245f-2834-45d3-aa6e-0d1ae150b0eb.ACNFGY7QFQC2UMPM.SEARCH&ssid=pbcsmu8ekg0000001585503570744,59190,Voltas,1 Indoor Unit1 Outdoor UnitRemoteCopper PipeOperating Manual,Split,183V JZJ4,1.5 Ton,3 Star BEE Rating,2019,White,Info Not Available,5120 W,Rotary,Yes,Yes,R410A,Copper,99 cm x 31.5 cm x 22.5 cm,13 kg,87 cm x 54 cm x 35.5 cm,35 kg,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,No,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"AC 230 V, 50 Hz",1430 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"LG 1.5 Ton 3 Star Split Inverter AC  - White  (JS-Q18TWXD1, Copper Condenser)",https://www.flipkart.com/lg-1-5-ton-3-star-split-inverter-ac-white/p/itmffrphmrr7x923?pid=ACNFFRPH4CSDH2HF&lid=LSTACNFFRPH4CSDH2HF3RRKHK&marketplace=FLIPKART&srno=b_7_167&otracker=browse&fm=organic&iid=86f8245f-2834-45d3-aa6e-0d1ae150b0eb.ACNFFRPH4CSDH2HF.SEARCH&ssid=pbcsmu8ekg0000001585503570744,53990,LG,1 Indoor Unit 1 Outdoor Unit,Split,JS-Q18TWXD1,1.5 Ton,3 Star BEE Rating,2018,White,Info Not Available,5187 W,Dual Rotary,Yes,Yes,R-410A,Copper,109 cm x 30 cm x 21.8 cm,12 kg,81 cm x 56.8 cm x 27 cm,32 kg,Info Not Available,Info Not Available,Info Not Available,3.68 W/W,Dehumidification (Dry Mode),Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"AC 230 V, 50 Hz",1840 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"IFB 1.5 Ton 2 Star Split AC  - White  (IACS18AK2TC, Copper Condenser)",https://www.flipkart.com/ifb-1-5-ton-2-star-split-ac-white/p/itmefyadnrnf5aec?pid=ACNEFYADJJ3ZFTGG&lid=LSTACNEFYADJJ3ZFTGGNXMQIA&marketplace=FLIPKART&srno=b_7_168&otracker=browse&fm=organic&iid=86f8245f-2834-45d3-aa6e-0d1ae150b0eb.ACNEFYADJJ3ZFTGG.SEARCH&ssid=pbcsmu8ekg0000001585503570744,35490,IFB,Remote ControlUser ManualDrain PipeWarranty CardUnit,Split,IACS18AK2TC,1.5 Ton,2 Star BEE Rating,2017,White,No,5275 W,Rotary,Yes,Yes,Info Not Available,Copper,90 cm x 28 cm x 20.2 cm,11 kg,76 cm x 55.2 cm x 25.6 cm,39 kg,Info Not Available,Info Not Available,Yes,Info Not Available,6-stage Filtration,Titan Gold,Info Not Available,Info Not Available,Info Not Available,Yes,No,Yes,Info Not Available,"Vitamin Enriching Filter, Photocatalyst Filter, Nano Filter, Catechin Filter",Yes,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Info Not Available,"AC 220 - 240 V, 50 Hz",1711 W,Info Not Available,Info Not Available,Info Not Available,New User Friendly Remote,"Cool Mode, Eco Mode, Feel Mode, Fan Mode, Dry Mode, Super Mode",Info Not Available,LED,Info Not Available,Condenser Type: CopperExpert Installation and 3 Free ServicesAnti Mildew100% Copper Piping,7.44 A,Info Not Available,"LED Display On / Off, On / Off Timer",Low Voltage Startup,Info Not Available,"Aerodynamic 360 Degree Blower, High Speed Powerful Fan, Air Flow (CFM): 470",Info Not Available
"LG 1 Ton 5 Star Split Inverter AC  - White  (KS-Q12HNZD, Copper Condenser)",https://www.flipkart.com/lg-1-ton-5-star-split-inverter-ac-white/p/itmfdcjfcsezwggg?pid=ACNFDCJFZN98BZDG&lid=LSTACNFDCJFZN98BZDGOTCCFI&marketplace=FLIPKART&srno=b_8_169&otracker=browse&fm=organic&iid=6f7d10c3-e3ee-480a-893f-559d3587b1c2.ACNFDCJFZN98BZDG.SEARCH&ssid=djty91c4000000001585503596912,47990,LG,1 Indoor UnitUser ManualsInstallation TapeWarranty CardInstallation PlateInter Connecting Wire1 Outdoor Unit2 BatteriesRemote,Split,KS-Q12HNZD,1 Ton,5 Star BEE Rating,2019,White,No,3470 W,Smart Inverter Compressor,Yes,Yes,Info Not Available,Copper,837 mm x 302 mm x 189 mm,9 kg,715 mm x 495 mm x 230 mm,24.5 kg,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,AC 230 V,938 W,Info Not Available,2,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Blue Star 2 Ton 3 Star Split Inverter AC  - White  (IC324YATU, Copper Condenser)",https://www.flipkart.com/blue-star-2-ton-3-split-inverter-ac-white/p/itm269063dc5adf5?pid=ACNFHGPGY8GYSEQK&lid=LSTACNFHGPGY8GYSEQKXBI6SD&marketplace=FLIPKART&srno=b_8_170&otracker=browse&fm=organic&iid=6f7d10c3-e3ee-480a-893f-559d3587b1c2.ACNFHGPGY8GYSEQK.SEARCH&ssid=djty91c4000000001585503596912,66000,Blue Star,1 Indoor Unit1 Out Door UnitInter Connecting PipeRemoteManualWarranty Card,Split,IC324YATU,2 Ton,3 Star BEE Rating,2019,White,No,6450 W,Rotary,Yes,Yes,R32,Copper,1110 mm x 335 mm x 215 mm,15 kg,968 mm x 652 mm x 367 mm,38 kg,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Yes,Yes,Yes,Info Not Available,Yes,Yes,Info Not Available,No,Yes,No,No,No,AC 230 V,2150 W,No,2,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,No,Info Not Available,Info Not Available
"Godrej 1.5 Ton 3 Star Split Inverter AC  - White  (GIC 18WTC3-WSB, Copper Condenser)",https://www.flipkart.com/godrej-1-5-ton-3-star-split-inverter-ac-white/p/itmfh54jgrsd5wpm?pid=ACNFH54JFNTGJMGH&lid=LSTACNFH54JFNTGJMGHO8L7FI&marketplace=FLIPKART&srno=b_8_171&otracker=browse&fm=organic&iid=6f7d10c3-e3ee-480a-893f-559d3587b1c2.ACNFH54JFNTGJMGH.SEARCH&ssid=djty91c4000000001585503596912,61900,Godrej,1 Indoor UnitKitUser Manual1 Outdoor Unit2 BatteriesRemote,Split,GIC 18WTC3-WSB,1.5 Ton,3 Star BEE Rating,2019,White,No,5150 W,Rotary,Yes,Yes,R32,Copper,91 cm x 29.4 cm x 20.6 cm,9 kg,76 cm x 55.2 cm x 25.6 cm,28 kg,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Blue (Hydrophilic),Blue (Hydrophilic),Info Not Available,Yes,Yes,Yes,Yes,Yes,Info Not Available,Yes,Yes,Info Not Available,Yes,Yes,Info Not Available,Yes,Info Not Available,"AC 230 V, 50 Hz",1840 W,Info Not Available,2,Info Not Available,Info Not Available,"Cool, Auto, Dry, Sleep, Eco",Info Not Available,Info Not Available,Info Not Available,Precise CoolingPower SavingSilent Operation,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Voltas 1.5 Ton 3 Star Split Inverter AC  - White  (183VSZS Floral, Copper Condenser)",https://www.flipkart.com/voltas-1-5-ton-3-star-split-inverter-ac-white/p/itmf24256zdy4trh?pid=ACNF2425WB6MRPYT&lid=LSTACNF2425WB6MRPYT6TGPPY&marketplace=FLIPKART&srno=b_8_172&otracker=browse&fm=organic&iid=6f7d10c3-e3ee-480a-893f-559d3587b1c2.ACNF2425WB6MRPYT.SEARCH&ssid=djty91c4000000001585503596912,57328,Voltas,Connecting Tube Remote1 Indoor Unit 1 Outdoor Unit,Split,183VSZS Floral,1.5 Ton,3 Star BEE Rating,2018,White,Info Not Available,Info Not Available,High EER Rotary - BLDC,Info Not Available,Yes,R410A,Copper,990 mm x 315 mm x 242 mm,13 kg,835 mm x 555 mm x 295 mm,32 kg,Info Not Available,Info Not Available,Yes,3.8 W/W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,"Catechin Filter, Silver Ion",Yes,Yes,Info Not Available,Info Not Available,Yes,Info Not Available,Yes,Info Not Available,"AC 230 V, 50 Hz",Info Not Available,Yes,Info Not Available,Info Not Available,"Lock, Operation: LCD Remote",Info Not Available,Info Not Available,LED,Info Not Available,LED Display Indoor Noise Level: 46 dBAnti Fungal Dual Temperature DisplayIDU Fin: Hydrophylic Aluminium (Blue) Inner Grooved Copper Tubes,Info Not Available,Info Not Available,Info Not Available,"Wide Operating Voltage Range: 150 - 270 V, Full Load Power: 1695 W, Full Load Capacity: 5270 W",Info Not Available,Air Flow Volume - Indoor: 850 CMH,Info Not Available
"Blue Star 2 Ton 3 Star Split Inverter AC  - White  (IC326YATU, Copper Condenser)",https://www.flipkart.com/blue-star-2-ton-3-split-inverter-ac-white/p/itm501eeb2a8b66a?pid=ACNFHGPG89AGXADV&lid=LSTACNFHGPG89AGXADVHP2AKF&marketplace=FLIPKART&srno=b_8_173&otracker=browse&fm=organic&iid=6f7d10c3-e3ee-480a-893f-559d3587b1c2.ACNFHGPG89AGXADV.SEARCH&ssid=djty91c4000000001585503596912,69000,Blue Star,1 Indoor Unit1 Out Door UnitInter Connecting PipeRemoteManualWarranty Card,Split,IC326YATU,2 Ton,3 Star BEE Rating,2019,White,No,6950 W,Rotary,Yes,Yes,R32,Copper,1110 mm x 335 mm x 215 mm,15 kg,968 mm x 652 mm x 367 mm,38 kg,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Yes,Yes,Yes,Info Not Available,Yes,Yes,Info Not Available,No,Yes,No,No,No,AC 230 V,2620 W,No,2,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,No,Info Not Available,Info Not Available
"Daikin 1.5 Ton 5 Star Split Inverter AC  - White  (FTKF50TV16U/RKF50TV16U, Copper Condenser)",https://www.flipkart.com/daikin-1-5-ton-5-star-split-inverter-ac-white/p/itmfbgttd8dax32c?pid=ACNFBGTT7GJUNPYS&lid=LSTACNFBGTT7GJUNPYSJAHY0N&marketplace=FLIPKART&srno=b_8_174&otracker=browse&fm=organic&iid=6f7d10c3-e3ee-480a-893f-559d3587b1c2.ACNFBGTT7GJUNPYS.SEARCH&ssid=djty91c4000000001585503596912,57500,Daikin,"1 Indoor Unit, 1 Outdoor Unit, Inter Connecting Pipe, Remote, 3 Manuals, Warranty Card",Split,FTKF50TV16U/RKF50TV16U,1.5 Ton,5 Star BEE Rating,2018,White,Info Not Available,5280 W,Neo Swing Compressor,No,Yes,R32,Copper,88.5 cm x 29.8 cm x 22.9 cm,16 kg,84.5 cm x 59.5 cm x 30 cm,47 kg,High - 32 dB,No,Yes,5.3 W/W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Yes,Info Not Available,Yes,Info Not Available,"AC 230 V, 50 Hz",1290 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Inverter,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Whirlpool 2 Ton 3 Star Split Inverter AC  - White  (2.0T MAGICOOL Inverter 3S COPR-W-I, Copper Condenser)",https://www.flipkart.com/whirlpool-2-ton-3-star-split-inverter-ac-white/p/itmf277zjg7dkvkf?pid=ACNF277ZTCGNUMYC&lid=LSTACNF277ZTCGNUMYCCT8IKP&marketplace=FLIPKART&srno=b_8_175&otracker=browse&fm=organic&iid=6f7d10c3-e3ee-480a-893f-559d3587b1c2.ACNF277ZTCGNUMYC.SEARCH&ssid=djty91c4000000001585503596912,59000,Whirlpool,1 AC Unit Installation Kit,Split,2.0T MAGICOOL Inverter 3S COPR-W-I,2 Ton,3 Star BEE Rating,2018,White,No,6040 W,Twin Rotary,Yes,Yes,Info Not Available,Copper,102 cm x 23 cm x 32 cm,14 kg,86 cm x 72 cm x 32 cm,52 kg,Info Not Available,Yes,Yes,3.7 W/W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,No,Yes,No,No,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Yes,Info Not Available,"AC 230 V, 50 Hz",2089 W,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"Power Consumption Cooling: Low - 762 W, High - 2496 W",Info Not Available,Info Not Available,Info Not Available
"LG 1 Ton 5 Star Split Dual Inverter AC  - Floral White  (KS-Q12FNZD, Copper Condenser)",https://www.flipkart.com/lg-1-ton-5-star-split-dual-inverter-ac-floral-white/p/itmfchhjfwhzshza?pid=ACNFCHHJRN3RQHGD&lid=LSTACNFCHHJRN3RQHGDK8D0KV&marketplace=FLIPKART&srno=b_8_176&otracker=browse&fm=organic&iid=6f7d10c3-e3ee-480a-893f-559d3587b1c2.ACNFCHHJRN3RQHGD.SEARCH&ssid=djty91c4000000001585503596912,48990,LG,"1 Indoor Unit, 1 Outdoor Unit, Installation Plate, Installation Tape, Remote, User Manuals, Warranty Card, 2 Batteries, Inter Connecting Wire",Split,KS-Q12FNZD,1 Ton,5 Star BEE Rating,2019,Floral White,No,3470 W,Dual Rotary,Yes,Yes,R32,Copper,83.7 cm x 30.2 cm x 18.9 cm,9 kg,71.5 cm x 49.5 cm x 23 cm,24.5 kg,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Yes,Yes,Yes,Info Not Available,Yes,Yes,Yes,Info Not Available,Yes,Info Not Available,Yes,Info Not Available,"AC 230 V, 50 Hz",938 W,Yes,2 AAA Batteries,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
